TRADE_DATE,CURRENCY,VALUE
1994-11-22,DEXCHUS,8.53
1994-11-22,DEXJPUS,98.19
1994-11-23,TWEXM,86.2
1994-11-23,DEXCHUS,8.53
1994-11-23,DEXJPUS,98.27
1994-11-24,DEXJPUS,98.27
1994-11-24,DEXCHUS,8.53
1994-11-25,DEXCHUS,8.53
1994-11-25,DEXJPUS,98.75
1994-11-28,DEXCHUS,8.53
1994-11-28,DEXJPUS,98.59
1994-11-29,DEXCHUS,8.53
1994-11-29,DEXJPUS,98.95
1994-11-30,TWEXM,86.43
1994-11-30,DEXJPUS,98.91
1994-11-30,DEXCHUS,8.53
1994-12-01,DEXCHUS,8.53
1994-12-01,DEXJPUS,99.4
1994-12-02,DEXJPUS,100.39
1994-12-02,DEXCHUS,8.53
1994-12-05,DEXCHUS,8.53
1994-12-05,DEXJPUS,100.32
1994-12-06,DEXJPUS,100.35
1994-12-06,DEXCHUS,8.53
1994-12-07,TWEXM,87.14
1994-12-07,DEXCHUS,8.52
1994-12-07,DEXJPUS,100.13
1994-12-08,DEXCHUS,8.52
1994-12-08,DEXJPUS,100.41
1994-12-09,DEXCHUS,8.52
1994-12-09,DEXJPUS,100.22
1994-12-12,DEXJPUS,100.04
1994-12-12,DEXCHUS,8.52
1994-12-13,DEXJPUS,100.32
1994-12-13,DEXCHUS,8.51
1994-12-14,DEXJPUS,100.3
1994-12-14,TWEXM,87.41
1994-12-14,DEXCHUS,8.51
1994-12-15,DEXJPUS,100.26
1994-12-15,DEXCHUS,8.51
1994-12-16,DEXCHUS,8.5
1994-12-16,DEXJPUS,100.28
1994-12-19,DEXCHUS,8.5
1994-12-19,DEXJPUS,100.15
1994-12-20,DEXCHUS,8.5
1994-12-20,DEXJPUS,100.32
1994-12-21,DEXCHUS,8.49
1994-12-21,TWEXM,87.5
1994-12-21,DEXJPUS,100.23
1994-12-22,DEXJPUS,100.45
1994-12-22,DEXCHUS,8.49
1994-12-23,DEXCHUS,8.48
1994-12-23,DEXJPUS,100.22
1994-12-26,DEXCHUS,8.48
1994-12-26,DEXJPUS,100.22
1994-12-27,DEXCHUS,8.48
1994-12-27,DEXJPUS,100.46
1994-12-28,TWEXM,87.83
1994-12-28,DEXJPUS,100.33
1994-12-28,DEXCHUS,8.47
1994-12-29,DEXJPUS,99.65
1994-12-29,DEXCHUS,8.47
1994-12-30,DEXJPUS,99.6
1994-12-30,DEXCHUS,8.47
1995-01-02,DEXJPUS,99.6
1995-01-02,DEXCHUS,8.47
1995-01-03,DEXJPUS,100.52
1995-01-03,DEXCHUS,8.46
1995-01-04,DEXJPUS,101.4
1995-01-04,DEXCHUS,8.46
1995-01-04,TWEXM,87.41
1995-01-05,DEXCHUS,8.46
1995-01-05,DEXJPUS,100.97
1995-01-06,DEXCHUS,8.46
1995-01-06,DEXJPUS,101.37
1995-01-09,DEXJPUS,100.33
1995-01-09,DEXCHUS,8.46
1995-01-10,DEXJPUS,100.4
1995-01-10,DEXCHUS,8.46
1995-01-11,TWEXM,87.5
1995-01-11,DEXCHUS,8.46
1995-01-11,DEXJPUS,99.9
1995-01-12,DEXCHUS,8.46
1995-01-12,DEXJPUS,98.8
1995-01-13,DEXJPUS,98.77
1995-01-13,DEXCHUS,8.46
1995-01-16,DEXCHUS,8.46
1995-01-16,DEXJPUS,98.77
1995-01-17,DEXJPUS,99.0
1995-01-17,DEXCHUS,8.46
1995-01-18,TWEXM,87.04
1995-01-18,DEXCHUS,8.46
1995-01-18,DEXJPUS,99.55
1995-01-19,DEXCHUS,8.46
1995-01-19,DEXJPUS,99.43
1995-01-20,DEXCHUS,8.46
1995-01-20,DEXJPUS,99.4
1995-01-23,DEXCHUS,8.46
1995-01-23,DEXJPUS,99.75
1995-01-24,DEXCHUS,8.46
1995-01-24,DEXJPUS,99.64
1995-01-25,TWEXM,86.78
1995-01-25,DEXCHUS,8.46
1995-01-25,DEXJPUS,99.6
1995-01-26,DEXCHUS,8.46
1995-01-26,DEXJPUS,99.31
1995-01-27,DEXCHUS,8.46
1995-01-27,DEXJPUS,99.35
1995-01-30,DEXCHUS,8.46
1995-01-30,DEXJPUS,98.4
1995-01-31,DEXCHUS,8.46
1995-01-31,DEXJPUS,99.43
1995-02-01,DEXJPUS,99.4
1995-02-01,DEXCHUS,8.46
1995-02-01,TWEXM,86.68
1995-02-02,DEXCHUS,8.46
1995-02-02,DEXJPUS,99.5
2002-08-21,DEXCHUS,8.28
2002-08-21,TWEXM,103.09
2002-08-21,DEXJPUS,118.54
2002-08-21,DEXUSEU,0.98
2002-08-22,DEXCHUS,8.28
2002-08-22,DEXJPUS,119.85
2002-08-22,DEXUSEU,0.97
2002-08-23,DEXUSEU,0.97
2002-08-23,DEXJPUS,119.53
2002-08-23,DEXCHUS,8.28
2002-08-26,DEXCHUS,8.28
2002-08-26,DEXUSEU,0.97
2002-08-26,DEXJPUS,119.54
2002-08-27,DEXUSEU,0.98
2002-08-27,DEXCHUS,8.28
2002-08-27,DEXJPUS,118.31
2002-08-28,DEXUSEU,0.98
2002-08-28,TWEXM,103.3
2002-08-28,DEXCHUS,8.28
2002-08-28,DEXJPUS,118.31
2002-08-29,DEXJPUS,118.34
2002-08-29,DEXUSEU,0.98
2002-08-29,DEXCHUS,8.28
2002-08-30,DEXJPUS,118.76
2002-08-30,DEXUSEU,0.98
2002-08-30,DEXCHUS,8.28
2002-09-02,DEXJPUS,118.76
2002-09-02,DEXUSEU,0.98
2002-09-02,DEXCHUS,8.28
2002-09-03,DEXUSEU,1.0
2002-09-03,DEXCHUS,8.28
2002-09-03,DEXJPUS,117.12
2002-09-04,DEXUSEU,0.99
2002-09-04,DEXJPUS,118.01
2002-09-04,DEXCHUS,8.28
2002-09-04,TWEXM,102.51
2002-09-05,DEXCHUS,8.28
2002-09-05,DEXJPUS,118.34
2002-09-05,DEXUSEU,0.99
2002-09-06,DEXJPUS,118.48
2002-09-06,DEXUSEU,0.98
2002-09-06,DEXCHUS,8.28
2002-09-09,DEXCHUS,8.28
2002-09-09,DEXJPUS,118.85
2002-09-09,DEXUSEU,0.98
2002-09-10,DEXJPUS,119.78
2002-09-10,DEXCHUS,8.28
2002-09-10,DEXUSEU,0.98
2002-09-11,DEXCHUS,8.28
2002-09-11,DEXJPUS,120.64
2002-09-11,DEXUSEU,0.97
2002-09-11,TWEXM,103.16
2002-09-12,DEXJPUS,120.68
2002-09-12,DEXCHUS,8.28
2002-09-12,DEXUSEU,0.98
2002-09-13,DEXCHUS,8.28
2002-09-13,DEXJPUS,121.5
2002-09-13,DEXUSEU,0.97
2002-09-16,DEXCHUS,8.28
2002-09-16,DEXJPUS,122.17
2002-09-16,DEXUSEU,0.97
2002-09-17,DEXCHUS,8.28
2002-09-17,DEXUSEU,0.97
2002-09-17,DEXJPUS,122.64
2002-09-18,DEXUSEU,0.98
2002-09-18,TWEXM,104.17
2002-09-18,DEXCHUS,8.28
2002-09-18,DEXJPUS,121.49
2002-09-19,DEXUSEU,0.98
2002-09-19,DEXCHUS,8.28
2002-09-19,DEXJPUS,121.48
2002-09-20,DEXUSEU,0.98
2002-09-20,DEXCHUS,8.28
2002-09-20,DEXJPUS,123.16
2002-09-23,DEXCHUS,8.28
2002-09-23,DEXUSEU,0.98
2002-09-23,DEXJPUS,123.93
2002-09-24,DEXCHUS,8.28
2002-09-24,DEXUSEU,0.98
2002-09-24,DEXJPUS,123.38
2002-09-25,DEXJPUS,122.72
2002-09-25,TWEXM,103.93
2002-09-25,DEXCHUS,8.28
2002-09-25,DEXUSEU,0.98
2002-09-26,DEXCHUS,8.28
2002-09-26,DEXJPUS,122.59
2002-09-26,DEXUSEU,0.98
2002-09-27,DEXUSEU,0.98
2002-09-27,DEXJPUS,122.86
2002-09-27,DEXCHUS,8.28
2002-09-30,DEXCHUS,8.28
2002-09-30,DEXUSEU,0.99
2002-09-30,DEXJPUS,121.74
2002-10-01,DEXCHUS,8.28
2002-10-01,DEXUSEU,0.99
2002-10-01,DEXJPUS,122.73
2002-10-02,DEXUSEU,0.98
2002-10-02,TWEXM,103.9
2002-10-02,DEXJPUS,123.21
2002-10-02,DEXCHUS,8.28
2002-10-03,DEXUSEU,0.99
2002-10-03,DEXJPUS,123.04
2002-10-03,DEXCHUS,8.28
2002-10-04,DEXUSEU,0.98
2002-10-04,DEXJPUS,123.02
2002-10-04,DEXCHUS,8.28
2002-10-07,DEXJPUS,124.44
2002-10-07,DEXCHUS,8.28
2002-10-07,DEXUSEU,0.98
2002-10-08,DEXJPUS,124.26
2002-10-08,DEXCHUS,8.28
2002-10-08,DEXUSEU,0.98
2002-10-09,DEXJPUS,123.55
2002-10-09,DEXUSEU,0.99
2002-10-09,TWEXM,104.21
2002-10-09,DEXCHUS,8.28
2002-10-10,DEXCHUS,8.28
2002-10-10,DEXJPUS,123.64
2002-10-10,DEXUSEU,0.99
2002-10-11,DEXUSEU,0.99
2002-10-11,DEXCHUS,8.28
2002-10-11,DEXJPUS,124.04
2002-10-14,DEXUSEU,0.99
2002-10-14,DEXJPUS,124.04
2002-10-14,DEXCHUS,8.28
2002-10-15,DEXJPUS,124.66
2002-10-15,DEXUSEU,0.98
2002-10-15,DEXCHUS,8.28
2002-10-16,TWEXM,104.22
2002-10-16,DEXUSEU,0.98
2002-10-16,DEXJPUS,124.3
2002-10-16,DEXCHUS,8.28
2002-10-17,DEXJPUS,124.8
2002-10-17,DEXUSEU,0.97
2002-10-17,DEXCHUS,8.28
2002-10-18,DEXUSEU,0.97
2002-10-18,DEXCHUS,8.28
2002-10-18,DEXJPUS,125.52
2002-10-21,DEXJPUS,124.71
2002-10-21,DEXUSEU,0.97
2002-10-21,DEXCHUS,8.28
2002-10-22,DEXCHUS,8.28
2002-10-22,DEXJPUS,125.09
2002-10-22,DEXUSEU,0.98
2002-10-23,TWEXM,104.44
2002-10-23,DEXJPUS,124.17
2002-10-23,DEXCHUS,8.28
2002-10-23,DEXUSEU,0.98
2002-10-24,DEXUSEU,0.97
2002-10-24,DEXJPUS,124.77
2002-10-24,DEXCHUS,8.28
2002-10-25,DEXUSEU,0.98
2002-10-25,DEXCHUS,8.28
2002-10-25,DEXJPUS,124.14
2002-10-28,DEXJPUS,123.64
2002-10-28,DEXCHUS,8.28
2002-10-28,DEXUSEU,0.98
2002-10-29,DEXJPUS,122.55
2002-10-29,DEXCHUS,8.28
2002-10-29,DEXUSEU,0.99
2002-10-30,DEXJPUS,122.91
2002-10-30,DEXUSEU,0.98
2002-10-30,TWEXM,103.77
2002-10-30,DEXCHUS,8.28
2002-10-31,DEXJPUS,122.78
2002-10-31,DEXUSEU,0.99
2002-10-31,DEXCHUS,8.28
2002-11-01,DEXJPUS,122.16
2002-11-01,DEXCHUS,8.28
2002-11-01,DEXUSEU,1.0
2002-11-04,DEXUSEU,1.0
2002-11-04,DEXCHUS,8.28
2002-11-04,DEXJPUS,122.46
2002-11-05,DEXUSEU,1.0
2002-11-05,DEXCHUS,8.28
2002-11-05,DEXJPUS,121.84
2002-11-06,DEXCHUS,8.28
2002-11-06,DEXJPUS,122.22
2002-11-06,TWEXM,102.78
2002-11-06,DEXUSEU,1.0
2002-11-07,DEXUSEU,1.01
2002-11-07,DEXJPUS,121.26
2002-11-07,DEXCHUS,8.28
2002-11-08,DEXUSEU,1.01
2002-11-08,DEXCHUS,8.28
2002-11-08,DEXJPUS,119.72
2002-11-11,DEXCHUS,8.28
2002-11-11,DEXUSEU,1.01
2002-11-11,DEXJPUS,119.72
2002-11-12,DEXCHUS,8.28
2002-11-12,DEXUSEU,1.01
2002-11-12,DEXJPUS,119.57
2002-11-13,DEXCHUS,8.28
2002-11-13,TWEXM,101.86
2002-11-13,DEXJPUS,120.28
2002-11-13,DEXUSEU,1.01
2002-11-14,DEXJPUS,120.45
2002-11-14,DEXUSEU,1.0
2002-11-14,DEXCHUS,8.28
2002-11-15,DEXCHUS,8.28
2002-11-15,DEXJPUS,120.37
2002-11-15,DEXUSEU,1.01
2002-11-18,DEXCHUS,8.28
2002-11-18,DEXJPUS,121.15
2002-11-18,DEXUSEU,1.01
2002-11-19,DEXJPUS,121.65
2002-11-19,DEXCHUS,8.28
2002-11-19,DEXUSEU,1.01
2002-11-20,DEXUSEU,1.0
2002-11-20,DEXJPUS,122.52
2002-11-20,DEXCHUS,8.28
2002-11-20,TWEXM,102.53
2002-11-21,DEXUSEU,1.0
2002-11-21,DEXCHUS,8.28
2002-11-21,DEXJPUS,122.92
2002-11-22,DEXCHUS,8.28
2002-11-22,DEXUSEU,1.0
2002-11-22,DEXJPUS,122.84
2002-11-25,DEXCHUS,8.28
2002-11-25,DEXJPUS,122.32
2002-11-25,DEXUSEU,0.99
2002-11-26,DEXCHUS,8.28
2002-11-26,DEXUSEU,0.99
2002-11-26,DEXJPUS,121.89
2002-11-27,DEXCHUS,8.28
2002-11-27,TWEXM,103.21
2002-11-27,DEXJPUS,122.21
2002-11-27,DEXUSEU,0.99
2002-11-28,DEXJPUS,122.21
2002-11-28,DEXCHUS,8.28
2002-11-28,DEXUSEU,0.99
2002-11-29,DEXUSEU,0.99
2002-11-29,DEXJPUS,122.72
2002-11-29,DEXCHUS,8.28
2002-12-02,DEXCHUS,8.28
2002-12-02,DEXJPUS,124.61
2002-12-02,DEXUSEU,0.99
2002-12-03,DEXUSEU,1.0
2002-12-03,DEXCHUS,8.28
2002-12-03,DEXJPUS,124.42
2002-12-04,TWEXM,103.17
2002-12-04,DEXUSEU,1.0
2002-12-04,DEXCHUS,8.28
2002-12-04,DEXJPUS,124.84
2002-12-05,DEXJPUS,124.99
2002-12-05,DEXCHUS,8.28
2002-12-05,DEXUSEU,1.0
2002-12-06,DEXUSEU,1.01
2002-12-06,DEXJPUS,123.69
2002-12-06,DEXCHUS,8.28
2002-12-09,DEXUSEU,1.01
2002-12-09,DEXCHUS,8.28
2002-12-09,DEXJPUS,123.36
2002-12-10,DEXCHUS,8.28
2002-12-10,DEXUSEU,1.01
2002-12-10,DEXJPUS,123.66
2002-12-11,DEXUSEU,1.01
2002-12-11,DEXCHUS,8.28
2002-12-11,TWEXM,102.61
2002-12-11,DEXJPUS,123.46
2002-12-12,DEXJPUS,122.75
2002-12-12,DEXUSEU,1.02
2002-12-12,DEXCHUS,8.28
2002-12-13,DEXUSEU,1.02
2002-12-13,DEXCHUS,8.28
2002-12-13,DEXJPUS,120.71
2002-12-16,DEXCHUS,8.28
2002-12-16,DEXUSEU,1.02
2002-12-16,DEXJPUS,121.28
2002-12-17,DEXCHUS,8.28
2002-12-17,DEXUSEU,1.03
2002-12-17,DEXJPUS,121.27
2002-12-18,DEXJPUS,121.12
2002-12-18,DEXCHUS,8.28
2002-12-18,TWEXM,101.35
2002-12-18,DEXUSEU,1.03
2002-12-19,DEXCHUS,8.28
2002-12-19,DEXUSEU,1.02
2002-12-19,DEXJPUS,120.86
2002-12-20,DEXUSEU,1.03
2002-12-20,DEXJPUS,120.52
2002-12-20,DEXCHUS,8.28
2002-12-23,DEXJPUS,120.77
2002-12-23,DEXCHUS,8.28
2002-12-23,DEXUSEU,1.02
2002-12-24,DEXCHUS,8.28
2002-12-24,DEXUSEU,1.03
2002-12-24,DEXJPUS,120.27
2002-12-25,DEXUSEU,1.03
2002-12-25,DEXCHUS,8.28
2002-12-25,TWEXM,100.96
2002-12-25,DEXJPUS,120.27
2002-12-26,DEXUSEU,1.04
2002-12-26,DEXJPUS,120.12
2002-12-26,DEXCHUS,8.28
2002-12-27,DEXUSEU,1.04
2002-12-27,DEXJPUS,119.92
2002-12-27,DEXCHUS,8.28
2002-12-30,DEXCHUS,8.28
2002-12-30,DEXUSEU,1.05
2002-12-30,DEXJPUS,118.38
2002-12-31,DEXJPUS,118.75
2002-12-31,DEXCHUS,8.28
2002-12-31,DEXUSEU,1.05
2003-01-01,DEXJPUS,118.75
2003-01-01,DEXCHUS,8.28
2003-01-01,TWEXM,100.42
2003-01-01,DEXUSEU,1.05
2003-01-02,DEXJPUS,119.86
2003-01-02,DEXUSEU,1.04
2003-01-02,DEXCHUS,8.28
2003-01-03,DEXJPUS,119.85
2003-01-03,DEXUSEU,1.04
2003-01-03,DEXCHUS,8.28
2003-01-06,DEXCHUS,8.28
2003-01-06,DEXJPUS,119.06
2003-01-06,DEXUSEU,1.05
2003-01-07,DEXCHUS,8.28
2003-01-07,DEXUSEU,1.04
2003-01-07,DEXJPUS,120.18
2003-01-08,TWEXM,100.34
2003-01-08,DEXUSEU,1.04
2003-01-08,DEXCHUS,8.28
2003-01-08,DEXJPUS,119.35
2003-01-09,DEXCHUS,8.28
2003-01-09,DEXJPUS,119.57
2003-01-09,DEXUSEU,1.05
2003-01-10,DEXJPUS,119.44
2003-01-10,DEXUSEU,1.05
2003-01-10,DEXCHUS,8.28
2003-01-13,DEXJPUS,119.03
2003-01-13,DEXUSEU,1.05
2003-01-13,DEXCHUS,8.28
2003-01-14,DEXJPUS,117.96
2003-01-14,DEXUSEU,1.06
2003-01-14,DEXCHUS,8.28
2003-01-15,DEXJPUS,117.91
2003-01-15,DEXCHUS,8.28
2003-01-15,DEXUSEU,1.06
2003-01-15,TWEXM,99.37
2003-01-16,DEXUSEU,1.06
2003-01-16,DEXJPUS,118.02
2003-01-16,DEXCHUS,8.28
2003-01-17,DEXCHUS,8.28
2003-01-17,DEXJPUS,117.88
2003-01-17,DEXUSEU,1.07
2003-01-20,DEXCHUS,8.28
2003-01-20,DEXJPUS,117.88
2003-01-20,DEXUSEU,1.07
2003-01-21,DEXCHUS,8.28
2003-01-21,DEXUSEU,1.07
2003-01-21,DEXJPUS,118.57
2003-01-22,DEXJPUS,118.15
2003-01-22,DEXCHUS,8.28
2003-01-22,TWEXM,98.57
2003-01-22,DEXUSEU,1.07
2003-01-23,DEXJPUS,117.83
2003-01-23,DEXCHUS,8.28
2003-01-23,DEXUSEU,1.08
2003-01-24,DEXJPUS,117.8
2003-01-24,DEXUSEU,1.08
2003-01-24,DEXCHUS,8.28
2003-01-27,DEXJPUS,118.64
2003-01-27,DEXCHUS,8.28
2003-01-27,DEXUSEU,1.08
2003-01-28,DEXJPUS,118.67
2003-01-28,DEXUSEU,1.08
2003-01-28,DEXCHUS,8.28
2003-01-29,DEXJPUS,118.13
2003-01-29,DEXUSEU,1.09
2003-01-29,TWEXM,97.71
2003-01-29,DEXCHUS,8.28
2003-01-30,DEXUSEU,1.08
2003-01-30,DEXCHUS,8.28
2003-01-30,DEXJPUS,119.22
2003-01-31,DEXCHUS,8.28
2003-01-31,DEXJPUS,119.96
2003-01-31,DEXUSEU,1.07
2003-02-03,DEXJPUS,120.47
2003-02-03,DEXUSEU,1.08
2003-02-03,DEXCHUS,8.28
2003-02-04,DEXJPUS,119.75
2003-02-04,DEXCHUS,8.28
2003-02-04,DEXUSEU,1.09
2003-02-05,DEXUSEU,1.08
2003-02-05,TWEXM,97.95
2003-02-05,DEXCHUS,8.28
2003-02-05,DEXJPUS,119.78
2003-02-06,DEXJPUS,119.93
2003-02-06,DEXUSEU,1.08
2003-02-06,DEXCHUS,8.28
2003-02-07,DEXUSEU,1.08
2003-02-07,DEXJPUS,120.4
2003-02-07,DEXCHUS,8.28
2003-02-10,DEXJPUS,121.25
2003-02-10,DEXUSEU,1.07
2003-02-10,DEXCHUS,8.28
2003-02-11,DEXJPUS,121.19
2003-02-11,DEXCHUS,8.28
2003-02-11,DEXUSEU,1.07
2003-02-12,DEXUSEU,1.07
2003-02-12,TWEXM,98.38
2003-02-12,DEXJPUS,121.3
2003-02-12,DEXCHUS,8.28
2003-02-13,DEXUSEU,1.08
2003-02-13,DEXCHUS,8.28
2003-02-13,DEXJPUS,120.49
2003-02-14,DEXUSEU,1.08
2003-02-14,DEXJPUS,120.41
2003-02-14,DEXCHUS,8.28
2003-02-17,DEXCHUS,8.28
2003-02-17,DEXJPUS,120.41
2003-02-17,DEXUSEU,1.08
2003-02-18,DEXUSEU,1.07
2003-02-18,DEXCHUS,8.28
2003-02-18,DEXJPUS,118.93
2003-02-19,DEXUSEU,1.07
2003-02-19,DEXCHUS,8.28
2003-02-19,TWEXM,98.08
2003-02-19,DEXJPUS,118.65
2003-02-20,DEXCHUS,8.28
2003-02-20,DEXJPUS,118.18
2003-02-20,DEXUSEU,1.08
2003-02-21,DEXUSEU,1.08
2003-02-21,DEXJPUS,118.78
2003-02-21,DEXCHUS,8.28
2003-02-24,DEXUSEU,1.08
2003-02-24,DEXJPUS,117.78
2003-02-24,DEXCHUS,8.28
2003-02-25,DEXJPUS,117.14
2003-02-25,DEXUSEU,1.08
2003-02-25,DEXCHUS,8.28
2003-02-26,TWEXM,97.42
2003-02-26,DEXCHUS,8.28
2003-02-26,DEXUSEU,1.08
2003-02-26,DEXJPUS,117.19
2003-02-27,DEXCHUS,8.28
2003-02-27,DEXUSEU,1.08
2003-02-27,DEXJPUS,117.58
2003-02-28,DEXCHUS,8.28
2003-02-28,DEXUSEU,1.08
2003-02-28,DEXJPUS,118.22
2003-03-03,DEXJPUS,117.93
2003-03-03,DEXUSEU,1.08
2003-03-03,DEXCHUS,8.28
2003-03-04,DEXJPUS,117.96
2003-03-04,DEXCHUS,8.28
2003-03-04,DEXUSEU,1.09
2003-03-05,DEXCHUS,8.28
2003-03-05,DEXUSEU,1.1
2003-03-05,TWEXM,96.95
2003-03-05,DEXJPUS,117.32
2003-03-06,DEXCHUS,8.28
2003-03-06,DEXJPUS,117.22
2003-03-06,DEXUSEU,1.1
2003-03-07,DEXCHUS,8.28
2003-03-07,DEXJPUS,116.47
2003-03-07,DEXUSEU,1.1
2003-03-10,DEXUSEU,1.11
2003-03-10,DEXCHUS,8.28
2003-03-10,DEXJPUS,116.55
2003-03-11,DEXJPUS,117.07
2003-03-11,DEXUSEU,1.1
2003-03-11,DEXCHUS,8.28
2003-03-12,DEXJPUS,117.18
2003-03-12,DEXCHUS,8.28
2003-03-12,TWEXM,95.82
2003-03-12,DEXUSEU,1.1
2003-03-13,DEXCHUS,8.28
2003-03-13,DEXUSEU,1.09
2003-03-13,DEXJPUS,118.31
2003-03-14,DEXJPUS,118.59
2003-03-14,DEXUSEU,1.07
2003-03-14,DEXCHUS,8.28
2003-03-17,DEXUSEU,1.06
2003-03-17,DEXCHUS,8.28
2003-03-17,DEXJPUS,118.45
2003-03-18,DEXCHUS,8.28
2003-03-18,DEXUSEU,1.06
2003-03-18,DEXJPUS,118.9
2003-03-19,DEXCHUS,8.28
2003-03-19,TWEXM,97.78
2003-03-19,DEXJPUS,120.13
2003-03-19,DEXUSEU,1.06
2003-03-20,DEXCHUS,8.28
2003-03-20,DEXUSEU,1.06
2003-03-20,DEXJPUS,120.05
2003-03-21,DEXJPUS,121.42
2003-03-21,DEXUSEU,1.05
2003-03-21,DEXCHUS,8.28
2003-03-24,DEXUSEU,1.06
2003-03-24,DEXCHUS,8.28
2003-03-24,DEXJPUS,120.69
2003-03-25,DEXCHUS,8.28
2003-03-25,DEXUSEU,1.07
2003-03-25,DEXJPUS,120.03
2003-03-26,TWEXM,98.21
2003-03-26,DEXUSEU,1.07
2003-03-26,DEXCHUS,8.28
2003-03-26,DEXJPUS,120.13
2003-03-27,DEXUSEU,1.07
2003-03-27,DEXJPUS,119.78
2003-03-27,DEXCHUS,8.28
2003-03-28,DEXCHUS,8.28
2003-03-28,DEXJPUS,120.18
2003-03-28,DEXUSEU,1.08
2003-03-31,DEXCHUS,8.28
2003-03-31,DEXUSEU,1.09
2003-03-31,DEXJPUS,118.07
2003-04-01,DEXUSEU,1.09
2003-04-01,DEXJPUS,118.25
2003-04-01,DEXCHUS,8.28
2003-04-02,DEXJPUS,119.17
2003-04-02,TWEXM,97.17
2003-04-02,DEXCHUS,8.28
2003-04-02,DEXUSEU,1.08
2003-04-03,DEXUSEU,1.07
2003-04-03,DEXJPUS,119.55
2003-04-03,DEXCHUS,8.28
2003-04-04,DEXCHUS,8.28
2003-04-04,DEXUSEU,1.07
2003-04-04,DEXJPUS,120.05
2003-04-07,DEXUSEU,1.06
2003-04-07,DEXJPUS,120.41
2003-04-07,DEXCHUS,8.28
2003-04-08,DEXUSEU,1.07
2003-04-08,DEXJPUS,119.91
2003-04-08,DEXCHUS,8.28
2003-04-09,DEXUSEU,1.07
2003-04-09,TWEXM,97.86
2003-04-09,DEXCHUS,8.28
2003-04-09,DEXJPUS,120.55
2003-04-10,DEXJPUS,119.58
2003-04-10,DEXUSEU,1.08
2003-04-10,DEXCHUS,8.28
2003-04-11,DEXCHUS,8.28
2003-04-11,DEXJPUS,120.47
2003-04-11,DEXUSEU,1.08
2003-04-14,DEXCHUS,8.28
2003-04-14,DEXJPUS,120.3
2003-04-14,DEXUSEU,1.08
2003-04-15,DEXUSEU,1.08
2003-04-15,DEXCHUS,8.28
2003-04-15,DEXJPUS,120.2
2003-04-16,DEXJPUS,120.04
2003-04-16,TWEXM,97.01
2003-04-16,DEXCHUS,8.28
2003-04-16,DEXUSEU,1.09
2003-04-17,DEXUSEU,1.09
2003-04-17,DEXCHUS,8.28
2003-04-17,DEXJPUS,119.3
2003-04-18,DEXCHUS,8.28
2003-04-18,DEXJPUS,119.72
2003-04-18,DEXUSEU,1.09
2003-04-21,DEXJPUS,120.55
2003-04-21,DEXCHUS,8.28
2003-04-21,DEXUSEU,1.09
2003-04-22,DEXUSEU,1.1
2003-04-22,DEXCHUS,8.28
2003-04-22,DEXJPUS,119.68
2003-04-23,DEXJPUS,120.33
2003-04-23,DEXUSEU,1.09
2003-04-23,DEXCHUS,8.28
2003-04-23,TWEXM,96.49
2003-04-24,DEXJPUS,119.83
2003-04-24,DEXUSEU,1.1
2003-04-24,DEXCHUS,8.28
2003-04-25,DEXUSEU,1.1
2003-04-25,DEXCHUS,8.28
2003-04-25,DEXJPUS,120.25
2003-04-28,DEXJPUS,120.34
2003-04-28,DEXCHUS,8.28
2003-04-28,DEXUSEU,1.1
2003-04-29,DEXJPUS,120.14
2003-04-29,DEXUSEU,1.1
2003-04-29,DEXCHUS,8.28
2003-04-30,DEXUSEU,1.12
2003-04-30,DEXJPUS,119.07
2003-04-30,TWEXM,95.83
2003-04-30,DEXCHUS,8.28
2003-05-01,DEXJPUS,118.56
2003-05-01,DEXUSEU,1.12
2003-05-01,DEXCHUS,8.28
2003-05-02,DEXJPUS,119.1
2003-05-02,DEXUSEU,1.12
2003-05-02,DEXCHUS,8.28
2003-05-05,DEXCHUS,8.28
2003-05-05,DEXJPUS,118.64
2003-05-05,DEXUSEU,1.13
2003-05-06,DEXJPUS,117.94
2003-05-06,DEXUSEU,1.14
2003-05-06,DEXCHUS,8.28
2003-05-07,DEXUSEU,1.13
2003-05-07,DEXCHUS,8.28
2003-05-07,TWEXM,93.99
2003-05-07,DEXJPUS,116.51
2003-05-08,DEXCHUS,8.28
2003-05-08,DEXUSEU,1.15
2003-05-08,DEXJPUS,116.65
2003-05-09,DEXCHUS,8.28
2003-05-09,DEXUSEU,1.15
2003-05-09,DEXJPUS,117.2
2003-05-12,DEXUSEU,1.16
2003-05-12,DEXCHUS,8.28
2003-05-12,DEXJPUS,116.94
2003-05-13,DEXCHUS,8.28
2003-05-13,DEXUSEU,1.15
2003-05-13,DEXJPUS,116.56
2003-05-14,DEXUSEU,1.15
2003-05-14,TWEXM,92.54
2003-05-14,DEXCHUS,8.28
2003-05-14,DEXJPUS,116.16
2003-05-15,DEXJPUS,115.94
2003-05-15,DEXCHUS,8.28
2003-05-15,DEXUSEU,1.15
2003-05-16,DEXCHUS,8.28
2003-05-16,DEXJPUS,116.01
2003-05-16,DEXUSEU,1.15
2003-05-19,DEXJPUS,116.58
2003-05-19,DEXUSEU,1.17
2003-05-19,DEXCHUS,8.28
2003-05-20,DEXUSEU,1.17
2003-05-20,DEXJPUS,116.77
2003-05-20,DEXCHUS,8.28
